ISIN,Fund_Name,NAV,Date
INF903JA1FT2,Sundaram Money Market Fund Direct Plan - Quarterly Payout of Income Distribution cum Capital Withdrawal (IDCW),12.7682,2025-04-28
INF903JA1FJ3,Sundaram Money Market Fund Regular Plan - Growth,14.8302,2025-04-28
INF903JA1FK1,Sundaram Money Market Fund Regular Plan - Monthly Payout of Income Distribution cum Capital Withdrawal (IDCW),11.2322,2025-04-28
INF903JA1FL9,Sundaram Money Market Fund Regular Plan - Quarterly Payout of Income Distribution cum Capital Withdrawal (IDCW),12.684,2025-04-28
INF277K01PR6,Tata Money Market Fund- Direct Plan- Growth Option,4756.7895,2025-04-28
INF277K01LQ7,Tata Money Market Fund-Regular Plan - Growth Option,4671.2407,2025-04-28
INF0GCD01503,TRUSTMF MONEY MARKET FUND-DIRECT PLAN-GROWTH,1211.8162,2025-04-28
INF0GCD01529,TRUSTMF MONEY MARKET FUND-DIRECT PLAN-MONTHLY IDCW,1117.0309,2025-04-28
INF0GCD01479,TRUSTMF MONEY MARKET FUND-REGULAR PLAN-GROWTH,1206.4035,2025-04-28
INF0GCD01495,TRUSTMF MONEY MARKET FUND-REGULAR PLAN-MONTHLY IDCW,1111.8815,2025-04-28
INF582M01HG5,Union Money Market Fund - Direct Plan -  Growth Option,1252.1374,2025-04-28
INF582M01HK7,Union Money Market Fund - Direct Plan -  Monthly IDCW Option,1009.1218,2025-04-28
INF582M01HO9,Union Money Market Fund - Regular Plan -  Growth Option,1219.8781,2025-04-28
INF582M01HS0,Union Money Market Fund - Regular Plan -  Monthly IDCW Option,1004.523,2025-04-28
INF789F01XV6,UTI MMF - Direct Plan - Growth Option,3086.8985,2025-04-28
INF789FA1M04,UTI MMF - Regular Plan - Flexi Dividend Option,1180.3285,2025-04-28
INF789F01PX8,UTI MMF - Regular Plan - Growth Option,3050.4999,2025-04-28
INF789F01BE8,UTI MMF- Discontinued - Regular Plan - Periodic Dividend Option,2549.2083,2025-04-28
INF789F01BF5,UTI MMF-Discontinued - Regular Plan -Growth,7048.926,2025-04-28
INF789FA1N03,UTI Money Market Fund - Direct Plan - Annual IDCW,1832.2214,2025-04-28
INF789FA1N29,UTI Money Market Fund - Direct Plan - Flexi IDCW,1582.3276,2025-04-28
INF789FA1M20,UTI Money Market Fund - Direct Plan - Fortnightly IDCW,1250.8648,2025-04-28
INF789FA1M87,UTI Money Market Fund - Direct Plan - Half-Yearly IDCW,1724.8381,2025-04-28
INF789FA1M46,UTI Money Market Fund - Direct Plan - Monthly IDCW,1511.0402,2025-04-28
INF789FA1M61,UTI Money Market Fund - Direct Plan - Quarterly IDCW,1638.204,2025-04-28
INF789F01XW4,UTI Money Market Fund - Direct Plan - Weekly IDCW,1106.9657,2025-04-28
INF789FA1L88,UTI Money Market Fund - Regular Plan - Annual IDCW,1816.9496,2025-04-28
INF789FA1L05,UTI Money Market Fund - Regular Plan - Fortnightly IDCW,1159.0032,2025-04-28
INF789FA1L62,UTI Money Market Fund - Regular Plan - Half-Yearly IDCW,1714.1804,2025-04-28
INF789FA1L21,UTI Money Market Fund - Regular Plan - Monthly IDCW,1044.0802,2025-04-28
INF789F01PY6,UTI Money Market Fund - Regular Plan - Weekly IDCW,1145.5155,2025-04-28
INF209KB1ZL4,ADITYA BIRLA SUN LIFE OVERNIGHT FUND-  Direct - Monthly Payout of IDCW,1000.4956,2025-04-28
INF209KB1ZG4,ADITYA BIRLA SUN LIFE OVERNIGHT FUND- Regular- Monthly Payout of IDCW option,1000.4859,2025-04-28
INF209KB1ZH2,ADITYA BIRLA SUN LIFE OVERNIGHT FUND-DIRECT PLAN-GROWTH,1387.3914,2025-04-28
INF209KB1ZC3,ADITYA BIRLA SUNLIFE OVERNIGHT FUND-REGULAR PLAN-GROWTH,1377.0139,2025-04-28
INF846K01N65,Axis Overnight Fund - Direct Plan - Growth Option,1357.3728,2025-04-28
INF846K01N73,Axis Overnight Fund - Direct Plan - Monthly IDCW,1001.3189,2025-04-28
INF846K01N40,Axis Overnight Fund - Direct Plan - Weekly IDCW,1000.7022,2025-04-28
INF846K01O23,Axis Overnight Fund - Regular Plan - Growth Option,1352.8495,2025-04-28
INF846K01O31,Axis Overnight Fund - Regular Plan - Monthly IDCW,1001.3115,2025-04-28
INF846K01O07,Axis Overnight Fund - Regular Plan - Weekly IDCW,1000.6715,2025-04-28
INF0QA701AE3,Bajaj Finserv Overnight Fund - Direct - Unclaimed less than 3 years IDCW Plan,1001.2069,2025-04-28
INF0QA701AF0,Bajaj Finserv Overnight Fund - Direct - Unclaimed less than 3 years Redemption Plan,1005.145,2025-04-28
INF0QA701235,Bajaj Finserv Overnight Fund - Direct Plan - Fortnightly - IDCW,1034.2989,2025-04-28
INF0QA701177,Bajaj Finserv Overnight Fund - Direct Plan - Growth,1124.8532,2025-04-28
INF0QA701243,Bajaj Finserv Overnight Fund - Direct Plan - Monthly - IDCW,1035.2479,2025-04-28
INF0QA701227,Bajaj Finserv Overnight Fund - Direct Plan - Weekly - IDCW,1033.1412,2025-04-28
INF0QA701318,Bajaj Finserv Overnight Fund - Regular Plan - Fortnightly - IDCW,1034.0416,2025-04-28
INF0QA701250,Bajaj Finserv Overnight Fund - Regular Plan - Growth,1123.8322,2025-04-28
INF0QA701326,Bajaj Finserv Overnight Fund - Regular Plan - Monthly - IDCW,1034.9796,2025-04-28
INF0QA701300,Bajaj Finserv Overnight Fund - Regular Plan - Weekly - IDCW,1032.8859,2025-04-28
INF194KB1462,BANDHAN Overnight Fund - Direct Plan - Daily IDCW,1000.0073,2025-04-28
INF194KB1447,BANDHAN Overnight Fund - Direct Plan - Growth,1367.9404,2025-04-28
INF194KB1496,BANDHAN Overnight Fund - Direct Plan - Monthly IDCW,1005.8603,2025-04-28
INF194KB1520,BANDHAN Overnight Fund - Direct Plan - Periodic IDCW,1246.3911,2025-04-28
INF194KB1553,BANDHAN Overnight Fund - Direct Plan - Weekly IDCW,1000.48,2025-04-28
INF194KB1330,BANDHAN Overnight Fund - Regular Plan - Daily IDCW,1000.0073,2025-04-28
INF194KB1314,BANDHAN Overnight Fund - Regular Plan - Growth,1358.6194,2025-04-28
INF194KB1363,BANDHAN Overnight Fund - Regular Plan - Monthly IDCW,1005.7824,2025-04-28
INF194KB1421,BANDHAN Overnight Fund - Regular Plan - Weekly IDCW,1001.3913,2025-04-28
INF194KB1397,BANDHAN Overnight Fund - REGULAR PLAN PERIODIC IDCW,1243.1382,2025-04-28
INF761K01EU7,BANK OF INDIA Overnight Fund Direct Plan Growth,1301.5565,2025-04-28
INF761K01EY9,BANK OF INDIA Overnight Fund Direct Plan- Monthly IDCW,1000.0,2025-04-28
INF761K01EZ6,BANK OF INDIA Overnight Fund Regular Plan Growth,1298.0501,2025-04-28
INF761K01FD0,BANK OF INDIA Overnight Fund Regular Plan- Monthly IDCW,1000.0,2025-04-28
INF955L01HV4,Baroda BNP Paribas Overnight Fund - Direct Plan - Growth,1347.113,2025-04-28
INF955L01HS0,Baroda BNP Paribas Overnight Fund - Regular Plan - Growth,1341.9073,2025-04-28
INF760K01JM5,CANARA ROBECO OVERNIGHT FUND - DIRECT PLAN - GROWTH OPTION,1324.7887,2025-04-28
INF760K01JO1,CANARA ROBECO OVERNIGHT FUND - REGULAR PLAN - GROWTH OPTION,1323.5253,2025-04-28
INF740KA1MC8,DSP Overnight Fund - Direct Plan - Growth,1373.918,2025-04-28
INF740KA1MB0,DSP Overnight Fund - Regular Plan - Growth,1366.9096,2025-04-28
INF740KA1OV4,DSP Overnight Fund - Regular Plan - IDCW - Weekly,1001.3621,2025-04-28
INF754K01KD5,Edelweiss Overnight Fund - Direct Plan - Annual - IDCW Option,1327.8836,2025-04-28
INF754K01JV9,Edelweiss Overnight Fund - Direct Plan - Growth,1327.4289,2025-04-28
INF754K01KB9,Edelweiss Overnight Fund - Direct Plan - Monthly - IDCW Option,1058.0077,2025-04-28
INF754K01KM6,Edelweiss Overnight Fund - Regular Plan - Annual - IDCW Option,1323.1771,2025-04-28
INF754K01KI4,Edelweiss Overnight Fund - Regular Plan - Fortnightly - IDCW Option,1095.1128,2025-04-28
INF754K01KE3,Edelweiss Overnight Fund - Regular Plan - Growth,1323.1732,2025-04-28
INF754K01KK0,Edelweiss Overnight Fund - Regular Plan - Monthly - IDCW Option,1004.882,2025-04-28
INF090I01SR1,Franklin India Overnight Fund - Direct Weekly Dividend Plan - Weekly - IDCW,1000.1562,2025-04-28
INF090I01SN0,Franklin India Overnight Fund - Weekly Dividend Plan - Weekly - IDCW,1000.16,2025-04-28
INF090I01SO8,Franklin India Overnight fund- Growth,1333.3647,2025-04-28
INF090I01SS9,Franklin India Overnight Fund- Growth - Direct,1337.4381,2025-04-28
INF666M01GP9,Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Direct Plan- Fortnightly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),1215.4239,2025-04-28
INF666M01GL8,Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Direct Plan- Growth Option,1322.6601,2025-04-28
INF666M01GR5,Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),1005.7791,2025-04-28
INF666M01GN4,Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Direct Plan- Weekly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),1002.1143,2025-04-28
INF666M01GX3,Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Regular Plan- Fortnightly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),1001.3923,2025-04-28
INF666M01GT1,Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Regular Plan- Growth Option,1315.5883,2025-04-28
INF666M01GZ8,Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Regular Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),1005.7121,2025-04-28
INF666M01GV7,Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Regular Plan- Weekly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),1000.9745,2025-04-28
INF179KB1HS3,HDFC Overnight Fund - Growth Option,3767.9791,2025-04-28
INF179KB1HT1,HDFC Overnight Fund - Growth Option - Direct Plan,3803.9813,2025-04-28
INF0R8701087,Helios Overnight Fund - Direct Plan - Daily IDCW Option,1000.0,2025-04-28
INF0R8701079,Helios Overnight Fund - Direct Plan - Growth Option,1101.778,2025-04-28
INF0R8701103,Helios Overnight Fund - Regular Plan - Daily IDCW Option,1000.0,2025-04-28
INF0R8701095,Helios Overnight Fund - Regular Plan - Growth Option,1100.9448,2025-04-28
INF336L01OF6,HSBC Overnight Fund - Direct Growth,1342.2299,2025-04-28
INF336L01OK6,HSBC Overnight Fund - Direct Monthly IDCW,1000.4698,2025-04-28
INF336L01OJ8,HSBC Overnight Fund - Direct Weekly IDCW,1000.9587,2025-04-28
INF336L01OL4,HSBC Overnight Fund - Regular Growth,1331.8536,2025-04-28
INF336L01OQ3,HSBC Overnight Fund - Regular Monthly IDCW,1000.4615,2025-04-28
INF336L01OP5,HSBC Overnight Fund - Regular Weekly IDCW,1000.9674,2025-04-28
INF109KC11G1,ICICI Prudential Overnight Fund - Direct Plan - Growth,1382.1689,2025-04-28
INF109KC18H4,ICICI Prudential Overnight fund - Direct Plan - Unclaimed IDCW Stable Scheme,1000.0,2025-04-28
INF109KC16H8,ICICI Prudential Overnight fund - Direct Plan - Unclaimed IDCW Transitory Scheme,1219.5074,2025-04-28
INF109KC17H6,ICICI Prudential Overnight fund - Direct Plan - Unclaimed Redemption Stable Scheme,1000.0,2025-04-28
INF109KC15H0,ICICI Prudential Overnight fund - Direct Plan - Unclaimed Redemption Transitory Scheme,1219.525,2025-04-28
INF109KC16G0,ICICI Prudential Overnight Fund - Direct Plan - Weekly IDCW,1001.1165,2025-04-28
INF109KC17E3,ICICI Prudential Overnight Fund - Growth,1374.6108,2025-04-28
INF109KC12F1,ICICI Prudential Overnight Fund - Weekly IDCW,1001.1035,2025-04-28
INF205KA1163,Invesco India Overnight Fund - Direct Plan - Growth,1295.9949,2025-04-28
INF205KA1155,Invesco India Overnight Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),1005.3141,2025-04-28
INF205KA1114,Invesco India Overnight Fund - Regular Plan - Growth,1292.1078,2025-04-28
INF205KA1106,Invesco India Overnight Fund - Regular Plan - Monthly IDCW (Payout / Reinvestment),1005.3759,2025-04-28
INF00XX01564,ITI Overnight Fund - Direct Plan - Growth Option,1300.6952,2025-04-28
INF00XX01630,ITI Overnight Fund - Direct Plan - Monthly IDCW Option,1001.3033,2025-04-28
INF00XX01531,ITI Overnight Fund - Regular Plan - Fortnightly IDCW Option,1001.314,2025-04-28
INF00XX01473,ITI Overnight Fund - Regular Plan - Growth Option,1293.4318,2025-04-28
INF00XX01549,ITI Overnight Fund - Regular Plan - Monthly IDCW Option,1001.0714,2025-04-28
INF192K01LZ9,JM Overnight Fund (Direct) - Weekly IDCW,1000.9354,2025-04-28
INF192K01LX4,JM Overnight Fund (Regular) - Growth,1296.7473,2025-04-28
INF192K01LV8,JM Overnight Fund (Regular) - Weekly IDCW,1000.9164,2025-04-28
INF192K01MB8,JM Overnight Fund - (Direct) - Growth,1301.6429,2025-04-28
INF174KA1BF9,Kotak Overnight Fund -Direct Plan-Growth Option,1368.327,2025-04-28
INF174KA1BC6,Kotak Overnight Fund -Regular plan-Growth Option,1360.4236,2025-04-28
INF767K01QI3,LIC MF Overnight Fund-Direct Plan-Growth,1329.5859,2025-04-28
INF767K01QE2,LIC MF Overnight Fund-Direct Plan-IDCW,1329.4862,2025-04-28
INF767K01QD4,LIC MF Overnight Fund-Regular Plan-Growth,1319.6254,2025-04-28
INF767K01PZ9,LIC MF Overnight Fund-Regular Plan-IDCW,1167.0258,2025-04-28
INF174V01838,Mahindra Manulife Overnight Fund - Direct Plan -Growth,1327.659,2025-04-28
INF174V01812,Mahindra Manulife Overnight Fund - Regular Plan - Growth,1319.9366,2025-04-28
INF769K01FF8,Mirae Asset Overnight Fund Direct Monthly IDCW,1000.6375,2025-04-28
INF769K01FG6,Mirae Asset Overnight Fund Direct Plan Growth,1315.3013,2025-04-28
INF769K01FD3,Mirae Asset Overnight Fund Regular Monthly IDCW,1000.6323,2025-04-28
INF769K01FE1,Mirae Asset Overnight Fund Regular Plan Growth,1308.5102,2025-04-28
INF204KB1R31,Nippon India Overnight Fund - Direct Plan - Growth Option,137.7725,2025-04-28
INF204KB1R64,NIPPON INDIA OVERNIGHT FUND - DIRECT Plan - MONTHLY IDCW Option,100.1692,2025-04-28
INF204KB1R80,NIPPON INDIA OVERNIGHT FUND - DIRECT Plan - QUARTERLY IDCW Option,100.9529,2025-04-28
INF204KB1Q99,NIPPON INDIA OVERNIGHT FUND - MONTHLY IDCW Option,100.1595,2025-04-28
INF204KB1R15,NIPPON INDIA OVERNIGHT FUND - QUARTERLY IDCW Option,100.9447,2025-04-28
INF204KB1Q65,Nippon India Overnight Fund - Regular Plan - Growth Option,136.953,2025-04-28
INF0J8L01081,NJ Overnight Fund - Direct Plan - Growth Option,1187.8786,2025-04-28
INF0J8L01073,NJ Overnight Fund - Regular Plan - Growth Option,1184.5976,2025-04-28
INF663L01T01,PGIM India Overnight Fund - Direct Plan - Growth Option,1323.6761,2025-04-28
INF663L01T19,PGIM India Overnight Fund - Direct Plan - Weekly Dividend Option,1001.623,2025-04-28
INF663L01T50,PGIM India Overnight Fund - Regular Plan - Weekly Dividend Option,1008.4469,2025-04-28
INF663L01T43,PGIM India Overnight Fund - Regular Plan- Growth Option,1318.1909,2025-04-28
INF966L01AZ7,quant Overnight Fund - Growth Option - Direct Plan,11.7412,2025-04-28
INF966L01BC4,quant Overnight Fund - Growth Option - Regular Plan,11.7104,2025-04-28
INF966L01BA8,quant Overnight Fund - IDCW Option - Direct Plan,11.7452,2025-04-28
INF966L01BD2,quant Overnight Fund - IDCW Option - Regular Plan,11.6986,2025-04-28
INF0K1H01040,Samco Overnight Fund - Direct Plan - Growth Option,1174.3021,2025-04-28
INF0K1H01032,Samco Overnight Fund - Regular Plan - Growth Option,1167.6806,2025-04-28
INF200K01TK5,SBI OVERNIGHT FUND - DIRECT PLAN - GROWTH,4171.9767,2025-04-28
INF200K01TL3,SBI Overnight Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),1322.3094,2025-04-28
INF200K01LQ9,SBI OVERNIGHT FUND - REGULAR PLAN - GROWTH,4118.3736,2025-04-28
INF200K01LO4,SBI Overnight Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),1317.0419,2025-04-28
INF680P01323,Shriram Overnight Fund -  Direct Growth,11.849,2025-04-28
INF680P01380,Shriram Overnight Fund - Direct Monthly IDCW,10.0199,2025-04-28
INF680P01232,Shriram Overnight Fund - Regular Growth,11.8203,2025-04-28
INF680P01307,Shriram Overnight Fund - Regular Monthly IDCW,10.0198,2025-04-28
INF903JA1HG5,Sundaram Overnight Fund Direct Plan - Growth,1362.7942,2025-04-28
INF903JA1HH3,Sundaram Overnight Fund Direct Plan - Monthly Payout of Income Distribution cum Capital Withdrawal (IDCW),1044.1743,2025-04-28
INF903JA1HM3,Sundaram Overnight Fund Direct Plan - Monthly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),1044.1743,2025-04-28
INF903JA1GZ7,Sundaram Overnight Fund Regular Plan - Growth,1354.6678,2025-04-28
INF903JA1HA8,Sundaram Overnight Fund Regular Plan - Monthly Payout of Income Distribution cum Capital Withdrawal (IDCW),1040.4156,2025-04-28
INF903JA1HF7,Sundaram Overnight Fund Regular Plan - Monthly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),1040.4156,2025-04-28
INF277K018T5,Tata Overnight Fund-Direct Plan-Growth,1353.6205,2025-04-28
INF277K016T9,Tata Overnight Fund-Regular Plan-Growth,1344.4506,2025-04-28
INF0GCD01453,TRUST MF OVERNIGHT FUND-DIRECT PLAN-GROWTH,1214.0285,2025-04-28
INF0GCD01438,TRUST MF OVERNIGHT FUND-REGULAR-GROWTH,1212.0597,2025-04-28
INF582M01FA2,Union Overnight Fund - Direct Plan - Growth Option,1350.2476,2025-04-28
INF582M01FG9,Union Overnight Fund - Direct Plan - Monthly IDCW Option,1001.0937,2025-04-28
INF582M01FJ3,Union Overnight Fund - Regular Plan - Growth Option,1342.1501,2025-04-28
INF582M01FP0,Union Overnight Fund - Regular Plan - Monthly IDCW Option,1001.0691,2025-04-28
INF789F01604,UTI - Overnight  Fund - Regular Plan - Growth Option,3473.6207,2025-04-28
INF789FB1S71,UTI - Overnight Fund - Direct Plan - Growth Option,3510.9908,2025-04-28
INF789FB1T05,UTI Overnight Fund - Direct Plan - Periodic IDCW,1842.6169,2025-04-28
INF789F01588,UTI Overnight Fund - Regular Plan - Periodic IDCW,1789.4887,2025-04-28
INF0R8F01075,Zerodha Overnight Fund - Direct Plan - Growth Option,10.0506,2025-04-28
INF209KA1KQ6,Aditya Birla Sun Life Short Term Fund - DIRECT - IDCW,10.9029,2025-04-28
INF209K01XK8,Aditya Birla Sun Life Short Term Fund - Growth - Direct Plan,50.958,2025-04-28
INF209K01942,Aditya Birla Sun Life Short Term Fund - Growth - Regular Plan,47.148,2025-04-28
INF209K01975,Aditya Birla Sun Life Short Term Fund - REGULAR - IDCW,14.9844,2025-04-28
INF209K01BU3,Aditya Birla Sun Life Short Term Fund - REGULAR - Quarterly IDCW,10.4397,2025-04-28
INF209K01R96,Aditya Birla Sun Life Short Term Fund-Quarterly-IDCW-Direct,10.8718,2025-04-28
INF846K01EI1,Axis Short Duration Fund - Direct Plan - Growth Option,33.3464,2025-04-28
INF846K01EJ9,Axis Short Duration Fund - Direct Plan - Monthly IDCW,10.1354,2025-04-28
INF846K01RH5,Axis Short Duration Fund - Direct Plan - Regular IDCW,20.4014,2025-04-28
INF846K01EL5,Axis Short Duration Fund - Direct Plan - Weekly IDCW,10.2449,2025-04-28
INF846K01644,Axis Short Duration Fund - Regular Plan - Growth Option,30.5954,2025-04-28
INF846K01651,Axis Short Duration Fund - Regular Plan - Monthly IDCW,10.1976,2025-04-28
INF846K01RJ1,Axis Short Duration Fund - Regular Plan - Regular IDCW,20.4677,2025-04-28
INF846K01677,Axis Short Duration Fund - Regular Plan - Weekly IDCW,10.3967,2025-04-28
INF846K01594,Axis Short Duration Fund - Retail Plan - Growth Option,30.2416,2025-04-28
INF846K01602,Axis Short Duration Fund - Retail Plan - Monthly IDCW,10.1338,2025-04-28
INF846K01628,Axis Short Duration Fund - Retail Plan - Weekly IDCW,10.227,2025-04-28
INF194KA11L7,BANDHAN Bond Fund - Short Term - Direct Plan - Annual IDCW,10.953,2025-04-28
INF194KA18K4,BANDHAN Bond Fund - Short Term - Direct Plan - Quarterly IDCW,10.7682,2025-04-28
INF194KA15K0,BANDHAN Bond Fund - Short Term - Regular Plan - Annual IDCW,10.7418,2025-04-28
INF194K01HK5,BANDHAN Bond Fund - Short Term - Regular Plan - Fortnightly IDCW,10.4124,2025-04-28
INF194KA1SO1,BANDHAN Bond Fund - Short Term - Regular Plan - Periodic IDCW,20.9965,2025-04-28
INF194KA12K7,BANDHAN Bond Fund - Short Term - Regular Plan - Quarterly IDCW,10.8454,2025-04-28
INF194K01U56,BANDHAN Bond Fund - Short Term-Direct Plan-Fortnightly IDCW,10.3698,2025-04-28
INF194K01U07,BANDHAN Bond Fund - Short Term-Direct Plan-Growth,60.536,2025-04-28
INF194K01U23,BANDHAN Bond Fund - Short Term-Direct Plan-Monthly IDCW,10.5411,2025-04-28
INF194KA1SR4,BANDHAN Bond Fund - Short Term-Direct Plan-Periodic IDCW,21.8526,2025-04-28
INF761K01736,BANK OF INDIA Short Term Income Fund-Direct Plan- Growth,28.7726,2025-04-28
INF761K01751,BANK OF INDIA Short Term Income Fund-Direct Plan- Monthly IDCW,13.9896,2025-04-28
INF761K01777,BANK OF INDIA Short Term Income Fund-Direct Plan- Quarterly IDCW,13.2646,2025-04-28
INF761K01579,BANK OF INDIA Short Term Income Fund-Regular Plan- Growth,26.4919,2025-04-28
INF761K01595,BANK OF INDIA Short Term Income Fund-Regular Plan- Monthly IDCW,13.5942,2025-04-28
INF761K01611,BANK OF INDIA Short Term Income Fund-Regular Plan- Quarterly IDCW,13.3965,2025-04-28
INF955L01BD5,Baroda BNP Paribas Short Duration Fund - Direct Plan - Growth Option,31.3895,2025-04-28
INF955L01BB9,Baroda BNP Paribas Short Duration Fund - Direct Plan - Monthly IDCW Option,10.5918,2025-04-28
INF955L01GU8,Baroda BNP Paribas Short Duration Fund - Direct Plan - Quarterly IDCW,11.3118,2025-04-28
INF955L01153,Baroda BNP Paribas Short Duration Fund - Regular Plan - Growth Option,28.9546,2025-04-28
INF955L01138,Baroda BNP Paribas Short Duration Fund - Regular Plan - Monthly IDCW Option,10.3986,2025-04-28
INF955L01GS2,Baroda BNP Paribas Short Duration Fund - Regular Plan - Quarterly IDCW,10.7703,2025-04-28
INF760K01DX5,CANARA ROBECO SHORT DURATION FUND - DIRECT PLAN - GROWTH OPTION,27.4292,2025-04-28
INF760K01DV9,CANARA ROBECO SHORT DURATION FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment),18.0576,2025-04-28
INF760K01DY3,CANARA ROBECO SHORT DURATION FUND - DIRECT PLAN - QUARTERLY IDCW (Payout/Reinvestment),17.1528,2025-04-28
INF760K01BM2,CANARA ROBECO SHORT DURATION FUND - REGULAR PLAN - GROWTH OPTION,25.1731,2025-04-28
INF760K01BO8,CANARA ROBECO SHORT DURATION FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment),15.6873,2025-04-28
INF760K01BQ3,CANARA ROBECO SHORT DURATION FUND - REGULAR PLAN - QUARTERLY IDCW (Payout/Reinvestment),15.4337,2025-04-28
INF740K01NJ5,DSP Short Term Fund - Direct Plan - Growth,50.0853,2025-04-28
INF740K01NK3,DSP Short Term Fund - Direct Plan - IDCW,12.113,2025-04-28
INF740K01NL1,DSP Short Term Fund - Direct Plan - IDCW - Monthly,11.7919,2025-04-28
INF740KA1PD9,DSP Short Term Fund - Direct Plan - IDCW - Weekly,10.189,2025-04-28
INF740K01664,DSP Short Term Fund - IDCW - Monthly,11.6908,2025-04-28
INF740K01656,DSP Short Term Fund - Regular Plan - Growth,46.1461,2025-04-28
INF740K01649,DSP Short Term Fund - Regular Plan - IDCW,12.154,2025-04-28
INF740KA1PF4,DSP Short Term Fund - Regular Plan - Regular Plan - IDCW - Weekly,10.1883,2025-04-28
INF090I01VS3,Franklin India Short Tem Income Plan - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct Retail Plan Growth Option,0.0,2025-04-28
INF090I01GN5,Franklin India Short Term Income Plan -  Retail Plan - Direct - Monthly - IDCW,4208.0542,2025-04-28
INF090I01GL9,Franklin India Short Term Income Plan -  Retail Plan - Direct - Quarterly - IDCW,4383.6221,2025-04-28
INF090I01GP0,Franklin India Short Term Income Plan -  Retail Plan - Direct - Weekly - IDCW,3560.9029,2025-04-28
INF090I01338,Franklin India Short Term Income Plan -  Retail Plan - Monthly - IDCW,4125.2361,2025-04-28
INF090I01312,Franklin India Short Term Income Plan -  Retail Plan - Quarterly - IDCW,4291.5205,2025-04-28
INF090I01353,Franklin India Short Term Income Plan -  Retail Plan - Weekly - IDCW,3736.4588,2025-04-28
INF090I01GK1,Franklin India SHORT TERM INCOME PLAN - Direct - GROWTH,14838.8478,2025-04-28
INF090I01VR5,Franklin India Short Term Income Plan - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Institutional Plan Growth Option,0.0,2025-04-28
INF090I01VN4,Franklin India Short Term Income Plan - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Retail Plan Growth Option,0.0,2025-04-28
INF090I01VU9,Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct Monthly - IDCW,0.0,2025-04-28
INF090I01VT1,Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct Quarterly - IDCW,0.0,2025-04-28
INF090I01VP9,Franklin India Short Term Income Plan- Retail Plan-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Monthly - IDCW,0.0,2025-04-28
INF090I01VO2,Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Quarterly - IDCW,0.0,2025-04-28
INF090I01VQ7,Franklin India Short-term Income Plan- Retail Plan-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Weekly - IDCW,0.0,2025-04-28
INF090I01304,Franklin India Short-Term Income Plan-Growth,14783.5541,2025-04-28
INF090I01361,Franklin India Short-Term Income Plan-Institutional Plan - Growth,12216.6667,2025-04-28
INF090I01VV7,Franklin India Short-term Income Plan-Retail Plan-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct Weekly - IDCW,0.0,2025-04-28
INF666M01AJ5,Groww Short Duration Fund (formerly known as Indiabulls Short Term Fund )- Regular Plan - Growth Option,2061.3869,2025-04-28
INF666M01AC0,Groww Short Duration Fund (formerly known as Indiabulls Short Term Fund) - Direct Plan - Growth Option,2363.4835,2025-04-28
INF666M01AH9,Groww Short Duration Fund (formerly known as Indiabulls Short Term Fund)- Direct Plan- Fortnightly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),1014.0819,2025-04-28
